date,Gold Price(24 Karat),Gold Price(22 Karat),Gold Price(18 Karat),Gold Price(14 Karat),Gold Price(10 Karat),,,Gold Price(24 Karat),Gold Price(22 Karat),Gold Price(18 Karat),Gold Price(14 Karat),Gold Price(10 Karat)
1585612800,3824,3506,2868,2231,1593,,,"{date:1585612800,value:3824}","{date:1585612800,value:3506}","{date:1585612800,value:2868}","{date:1585612800,value:2231}","{date:1585612800,value:1593}"
1585785600,3951,3622,2963,2305,1646,,,"{date:1585785600,value:3951}","{date:1585785600,value:3622}","{date:1585785600,value:2963}","{date:1585785600,value:2305}","{date:1585785600,value:1646}"
1586131200,4063,3725,3047,2370,1693,,,"{date:1586131200,value:4063}","{date:1586131200,value:3725}","{date:1586131200,value:3047}","{date:1586131200,value:2370}","{date:1586131200,value:1693}"
1586304000,4024,3689,3018,2347,1677,,,"{date:1586304000,value:4024}","{date:1586304000,value:3689}","{date:1586304000,value:3018}","{date:1586304000,value:2347}","{date:1586304000,value:1677}"
1586476800,4136,3791,3102,2413,1723,,,"{date:1586476800,value:4136}","{date:1586476800,value:3791}","{date:1586476800,value:3102}","{date:1586476800,value:2413}","{date:1586476800,value:1723}"
1586822400,4216,3864,3162,2459,1757,,,"{date:1586822400,value:4216}","{date:1586822400,value:3864}","{date:1586822400,value:3162}","{date:1586822400,value:2459}","{date:1586822400,value:1757}"
1586995200,4239,3886,3179,2473,1766,,,"{date:1586995200,value:4239}","{date:1586995200,value:3886}","{date:1586995200,value:3179}","{date:1586995200,value:2473}","{date:1586995200,value:1766}"
1587340800,4164,3817,3123,2429,1735,,,"{date:1587340800,value:4164}","{date:1587340800,value:3817}","{date:1587340800,value:3123}","{date:1587340800,value:2429}","{date:1587340800,value:1735}"
1587513600,4205,3855,3154,2453,1752,,,"{date:1587513600,value:4205}","{date:1587513600,value:3855}","{date:1587513600,value:3154}","{date:1587513600,value:2453}","{date:1587513600,value:1752}"
1587686400,4243,3889,3182,2475,1768,,,"{date:1587686400,value:4243}","{date:1587686400,value:3889}","{date:1587686400,value:3182}","{date:1587686400,value:2475}","{date:1587686400,value:1768}"
1588032000,4170,3822,3127,2432,1737,,,"{date:1588032000,value:4170}","{date:1588032000,value:3822}","{date:1588032000,value:3127}","{date:1588032000,value:2432}","{date:1588032000,value:1737}"
1588204800,4093,3752,3070,2388,1705,,,"{date:1588204800,value:4093}","{date:1588204800,value:3752}","{date:1588204800,value:3070}","{date:1588204800,value:2388}","{date:1588204800,value:1705}"
1588550400,4144,3798,3108,2417,1727,,,"{date:1588550400,value:4144}","{date:1588550400,value:3798}","{date:1588550400,value:3108}","{date:1588550400,value:2417}","{date:1588550400,value:1727}"
1588723200,4142,3797,3106,2416,1726,,,"{date:1588723200,value:4142}","{date:1588723200,value:3797}","{date:1588723200,value:3106}","{date:1588723200,value:2416}","{date:1588723200,value:1726}"
1588896000,4131,3786,3098,2410,1721,,,"{date:1588896000,value:4131}","{date:1588896000,value:3786}","{date:1588896000,value:3098}","{date:1588896000,value:2410}","{date:1588896000,value:1721}"
1589241600,4125,3781,3094,2406,1719,,,"{date:1589241600,value:4125}","{date:1589241600,value:3781}","{date:1589241600,value:3094}","{date:1589241600,value:2406}","{date:1589241600,value:1719}"
1589414400,4206,3856,3155,2454,1753,,,"{date:1589414400,value:4206}","{date:1589414400,value:3856}","{date:1589414400,value:3155}","{date:1589414400,value:2454}","{date:1589414400,value:1753}"
1589760000,4218,3866,3163,2460,1757,,,"{date:1589760000,value:4218}","{date:1589760000,value:3866}","{date:1589760000,value:3163}","{date:1589760000,value:2460}","{date:1589760000,value:1757}"
1589932800,4244,3890,3183,2476,1768,,,"{date:1589932800,value:4244}","{date:1589932800,value:3890}","{date:1589932800,value:3183}","{date:1589932800,value:2476}","{date:1589932800,value:1768}"
1590105600,4240,3887,3180,2473,1767,,,"{date:1590105600,value:4240}","{date:1590105600,value:3887}","{date:1590105600,value:3180}","{date:1590105600,value:2473}","{date:1590105600,value:1767}"
1590451200,4157,3811,3118,2425,1732,,,"{date:1590451200,value:4157}","{date:1590451200,value:3811}","{date:1590451200,value:3118}","{date:1590451200,value:2425}","{date:1590451200,value:1732}"
1590624000,4188,3839,3141,2443,1745,,,"{date:1590624000,value:4188}","{date:1590624000,value:3839}","{date:1590624000,value:3141}","{date:1590624000,value:2443}","{date:1590624000,value:1745}"
1591056000,4168,3821,3126,2431,1737,,,"{date:1591056000,value:4168}","{date:1591056000,value:3821}","{date:1591056000,value:3126}","{date:1591056000,value:2431}","{date:1591056000,value:1737}"
1591228800,4156,3809,3117,2424,1731,,,"{date:1591228800,value:4156}","{date:1591228800,value:3809}","{date:1591228800,value:3117}","{date:1591228800,value:2424}","{date:1591228800,value:1731}"
1591574400,4115,3772,3086,2401,1715,,,"{date:1591574400,value:4115}","{date:1591574400,value:3772}","{date:1591574400,value:3086}","{date:1591574400,value:2401}","{date:1591574400,value:1715}"
1591747200,4223,3871,3167,2463,1760,,,"{date:1591747200,value:4223}","{date:1591747200,value:3871}","{date:1591747200,value:3167}","{date:1591747200,value:2463}","{date:1591747200,value:1760}"
1591920000,4225,3873,3169,2465,1761,,,"{date:1591920000,value:4225}","{date:1591920000,value:3873}","{date:1591920000,value:3169}","{date:1591920000,value:2465}","{date:1591920000,value:1761}"
1592265600,4241,3888,3181,2474,1767,,,"{date:1592265600,value:4241}","{date:1592265600,value:3888}","{date:1592265600,value:3181}","{date:1592265600,value:2474}","{date:1592265600,value:1767}"
1592438400,4234,3881,3175,2470,1764,,,"{date:1592438400,value:4234}","{date:1592438400,value:3881}","{date:1592438400,value:3175}","{date:1592438400,value:2470}","{date:1592438400,value:1764}"
1592784000,4278,3921,3208,2495,1782,,,"{date:1592784000,value:4278}","{date:1592784000,value:3921}","{date:1592784000,value:3208}","{date:1592784000,value:2495}","{date:1592784000,value:1782}"
1592956800,4292,3934,3219,2503,1788,,,"{date:1592956800,value:4292}","{date:1592956800,value:3934}","{date:1592956800,value:3219}","{date:1592956800,value:2503}","{date:1592956800,value:1788}"
1593129600,4307,3948,3230,2512,1794,,,"{date:1593129600,value:4307}","{date:1593129600,value:3948}","{date:1593129600,value:3230}","{date:1593129600,value:2512}","{date:1593129600,value:1794}"
1593475200,4332,3971,3249,2527,1805,,,"{date:1593475200,value:4332}","{date:1593475200,value:3971}","{date:1593475200,value:3249}","{date:1593475200,value:2527}","{date:1593475200,value:1805}"
1593648000,4266,3911,3200,2489,1778,,,"{date:1593648000,value:4266}","{date:1593648000,value:3911}","{date:1593648000,value:3200}","{date:1593648000,value:2489}","{date:1593648000,value:1778}"
1593993600,4284,3927,3213,2499,1785,,,"{date:1593993600,value:4284}","{date:1593993600,value:3927}","{date:1593993600,value:3213}","{date:1593993600,value:2499}","{date:1593993600,value:1785}"
1594166400,4359,3996,3269,2543,1816,,,"{date:1594166400,value:4359}","{date:1594166400,value:3996}","{date:1594166400,value:3269}","{date:1594166400,value:2543}","{date:1594166400,value:1816}"
1594339200,4348,3985,3261,2536,1812,,,"{date:1594339200,value:4348}","{date:1594339200,value:3985}","{date:1594339200,value:3261}","{date:1594339200,value:2536}","{date:1594339200,value:1812}"
1594684800,4383,4017,3287,2556,1826,,,"{date:1594684800,value:4383}","{date:1594684800,value:4017}","{date:1594684800,value:3287}","{date:1594684800,value:2556}","{date:1594684800,value:1826}"
1594857600,4347,3985,3260,2536,1811,,,"{date:1594857600,value:4347}","{date:1594857600,value:3985}","{date:1594857600,value:3260}","{date:1594857600,value:2536}","{date:1594857600,value:1811}"
1595203200,4370,4006,3277,2549,1821,,,"{date:1595203200,value:4370}","{date:1595203200,value:4006}","{date:1595203200,value:3277}","{date:1595203200,value:2549}","{date:1595203200,value:1821}"
1595376000,4486,4112,3365,2617,1869,,,"{date:1595376000,value:4486}","{date:1595376000,value:4112}","{date:1595376000,value:3365}","{date:1595376000,value:2617}","{date:1595376000,value:1869}"
1595548800,4569,4188,3426,2665,1904,,,"{date:1595548800,value:4569}","{date:1595548800,value:4188}","{date:1595548800,value:3426}","{date:1595548800,value:2665}","{date:1595548800,value:1904}"
1595894400,4710,4318,3533,2748,1963,,,"{date:1595894400,value:4710}","{date:1595894400,value:4318}","{date:1595894400,value:3533}","{date:1595894400,value:2748}","{date:1595894400,value:1963}"
1596067200,4706,4313,3529,2745,1961,,,"{date:1596067200,value:4706}","{date:1596067200,value:4313}","{date:1596067200,value:3529}","{date:1596067200,value:2745}","{date:1596067200,value:1961}"
1596499200,4897,4489,3673,2856,2040,,,"{date:1596499200,value:4897}","{date:1596499200,value:4489}","{date:1596499200,value:3673}","{date:1596499200,value:2856}","{date:1596499200,value:2040}"
1596672000,4983,4568,3737,2907,2076,,,"{date:1596672000,value:4983}","{date:1596672000,value:4568}","{date:1596672000,value:3737}","{date:1596672000,value:2907}","{date:1596672000,value:2076}"
1597017600,4883,4476,3662,2848,2035,,,"{date:1597017600,value:4883}","{date:1597017600,value:4476}","{date:1597017600,value:3662}","{date:1597017600,value:2848}","{date:1597017600,value:2035}"
1597190400,4621,4236,3466,2696,1925,,,"{date:1597190400,value:4621}","{date:1597190400,value:4236}","{date:1597190400,value:3466}","{date:1597190400,value:2696}","{date:1597190400,value:1925}"
1597363200,4679,4289,3509,2729,1950,,,"{date:1597363200,value:4679}","{date:1597363200,value:4289}","{date:1597363200,value:3509}","{date:1597363200,value:2729}","{date:1597363200,value:1950}"
1597708800,4808,4408,3606,2805,2004,,,"{date:1597708800,value:4808}","{date:1597708800,value:4408}","{date:1597708800,value:3606}","{date:1597708800,value:2805}","{date:1597708800,value:2004}"
1597881600,4707,4314,3530,2746,1961,,,"{date:1597881600,value:4707}","{date:1597881600,value:4314}","{date:1597881600,value:3530}","{date:1597881600,value:2746}","{date:1597881600,value:1961}"
1598227200,4604,4220,3453,2686,1918,,,"{date:1598227200,value:4604}","{date:1598227200,value:4220}","{date:1598227200,value:3453}","{date:1598227200,value:2686}","{date:1598227200,value:1918}"
1598400000,4663,4275,3498,2720,1943,,,"{date:1598400000,value:4663}","{date:1598400000,value:4275}","{date:1598400000,value:3498}","{date:1598400000,value:2720}","{date:1598400000,value:1943}"
1598572800,4619,4234,3465,2695,1925,,,"{date:1598572800,value:4619}","{date:1598572800,value:4234}","{date:1598572800,value:3465}","{date:1598572800,value:2695}","{date:1598572800,value:1925}"
1599004800,4580,4198,3435,2672,1908,,,"{date:1599004800,value:4580}","{date:1599004800,value:4198}","{date:1599004800,value:3435}","{date:1599004800,value:2672}","{date:1599004800,value:1908}"
1599177600,4553,4174,3415,2656,1897,,,"{date:1599177600,value:4553}","{date:1599177600,value:4174}","{date:1599177600,value:3415}","{date:1599177600,value:2656}","{date:1599177600,value:1897}"
1599523200,4580,4198,3435,2672,1908,,,"{date:1599523200,value:4580}","{date:1599523200,value:4198}","{date:1599523200,value:3435}","{date:1599523200,value:2672}","{date:1599523200,value:1908}"
1599696000,4596,4213,3447,2681,1915,,,"{date:1599696000,value:4596}","{date:1599696000,value:4213}","{date:1599696000,value:3447}","{date:1599696000,value:2681}","{date:1599696000,value:1915}"
1600041600,4618,4233,3464,2694,1924,,,"{date:1600041600,value:4618}","{date:1600041600,value:4233}","{date:1600041600,value:3464}","{date:1600041600,value:2694}","{date:1600041600,value:1924}"
1600214400,4635,4248,3476,2703,1931,,,"{date:1600214400,value:4635}","{date:1600214400,value:4248}","{date:1600214400,value:3476}","{date:1600214400,value:2703}","{date:1600214400,value:1931}"
1600387200,4616,4231,3462,2693,1923,,,"{date:1600387200,value:4616}","{date:1600387200,value:4231}","{date:1600387200,value:3462}","{date:1600387200,value:2693}","{date:1600387200,value:1923}"
1600732800,4500,4125,3375,2625,1875,,,"{date:1600732800,value:4500}","{date:1600732800,value:4125}","{date:1600732800,value:3375}","{date:1600732800,value:2625}","{date:1600732800,value:1875}"
1600905600,4440,4070,3330,2590,1850,,,"{date:1600905600,value:4440}","{date:1600905600,value:4070}","{date:1600905600,value:3330}","{date:1600905600,value:2590}","{date:1600905600,value:1850}"
1601251200,4464,4092,3348,2604,1860,,,"{date:1601251200,value:4464}","{date:1601251200,value:4092}","{date:1601251200,value:3348}","{date:1601251200,value:2604}","{date:1601251200,value:1860}"
1601424000,4463,4091,3347,2603,1860,,,"{date:1601424000,value:4463}","{date:1601424000,value:4091}","{date:1601424000,value:3347}","{date:1601424000,value:2603}","{date:1601424000,value:1860}"
1601596800,4478,4105,3359,2612,1866,,,"{date:1601596800,value:4478}","{date:1601596800,value:4105}","{date:1601596800,value:3359}","{date:1601596800,value:2612}","{date:1601596800,value:1866}"
1601942400,4450,4079,3338,2596,1854,,,"{date:1601942400,value:4450}","{date:1601942400,value:4079}","{date:1601942400,value:3338}","{date:1601942400,value:2596}","{date:1601942400,value:1854}"
1602115200,4465,4093,3349,2605,1861,,,"{date:1602115200,value:4465}","{date:1602115200,value:4093}","{date:1602115200,value:3349}","{date:1602115200,value:2605}","{date:1602115200,value:1861}"
1602460800,4539,4161,3405,2648,1891,,,"{date:1602460800,value:4539}","{date:1602460800,value:4161}","{date:1602460800,value:3405}","{date:1602460800,value:2648}","{date:1602460800,value:1891}"
1602633600,4473,4101,3355,2610,1864,,,"{date:1602633600,value:4473}","{date:1602633600,value:4101}","{date:1602633600,value:3355}","{date:1602633600,value:2610}","{date:1602633600,value:1864}"
1602806400,4485,4111,3364,2616,1869,,,"{date:1602806400,value:4485}","{date:1602806400,value:4111}","{date:1602806400,value:3364}","{date:1602806400,value:2616}","{date:1602806400,value:1869}"
1603152000,4514,4138,3386,2633,1881,,,"{date:1603152000,value:4514}","{date:1603152000,value:4138}","{date:1603152000,value:3386}","{date:1603152000,value:2633}","{date:1603152000,value:1881}"
1603324800,4516,4140,3387,2634,1882,,,"{date:1603324800,value:4516}","{date:1603324800,value:4140}","{date:1603324800,value:3387}","{date:1603324800,value:2634}","{date:1603324800,value:1882}"
1603670400,4523,4146,3392,2638,1884,,,"{date:1603670400,value:4523}","{date:1603670400,value:4146}","{date:1603670400,value:3392}","{date:1603670400,value:2638}","{date:1603670400,value:1884}"
1603843200,4483,4110,3363,2615,1868,,,"{date:1603843200,value:4483}","{date:1603843200,value:4110}","{date:1603843200,value:3363}","{date:1603843200,value:2615}","{date:1603843200,value:1868}"
1604016000,4507,4132,3380,2629,1878,,,"{date:1604016000,value:4507}","{date:1604016000,value:4132}","{date:1604016000,value:3380}","{date:1604016000,value:2629}","{date:1604016000,value:1878}"
1604361600,4595,4212,3446,2681,1915,,,"{date:1604361600,value:4595}","{date:1604361600,value:4212}","{date:1604361600,value:3446}","{date:1604361600,value:2681}","{date:1604361600,value:1915}"
1604534400,4638,4251,3478,2705,1932,,,"{date:1604534400,value:4638}","{date:1604534400,value:4251}","{date:1604534400,value:3478}","{date:1604534400,value:2705}","{date:1604534400,value:1932}"
1604880000,4448,4077,3336,2595,1853,,,"{date:1604880000,value:4448}","{date:1604880000,value:4077}","{date:1604880000,value:3336}","{date:1604880000,value:2595}","{date:1604880000,value:1853}"
1605052800,4470,4098,3353,2608,1863,,,"{date:1605052800,value:4470}","{date:1605052800,value:4098}","{date:1605052800,value:3353}","{date:1605052800,value:2608}","{date:1605052800,value:1863}"
1605225600,4528,4151,3396,2641,1887,,,"{date:1605225600,value:4528}","{date:1605225600,value:4151}","{date:1605225600,value:3396}","{date:1605225600,value:2641}","{date:1605225600,value:1887}"
1605571200,4512,4136,3384,2632,1880,,,"{date:1605571200,value:4512}","{date:1605571200,value:4136}","{date:1605571200,value:3384}","{date:1605571200,value:2632}","{date:1605571200,value:1880}"
1605744000,4439,4069,3329,2589,1850,,,"{date:1605744000,value:4439}","{date:1605744000,value:4069}","{date:1605744000,value:3329}","{date:1605744000,value:2589}","{date:1605744000,value:1850}"
1606089600,4384,4019,3288,2558,1827,,,"{date:1606089600,value:4384}","{date:1606089600,value:4019}","{date:1606089600,value:3288}","{date:1606089600,value:2558}","{date:1606089600,value:1827}"
1606262400,4290,3933,3218,2503,1788,,,"{date:1606262400,value:4290}","{date:1606262400,value:3933}","{date:1606262400,value:3218}","{date:1606262400,value:2503}","{date:1606262400,value:1788}"
1606435200,4253,3898,3190,2481,1772,,,"{date:1606435200,value:4253}","{date:1606435200,value:3898}","{date:1606435200,value:3190}","{date:1606435200,value:2481}","{date:1606435200,value:1772}"
1606867200,4336,3975,3252,2529,1807,,,"{date:1606867200,value:4336}","{date:1606867200,value:3975}","{date:1606867200,value:3252}","{date:1606867200,value:2529}","{date:1606867200,value:1807}"
1607040000,4364,4000,3273,2546,1818,,,"{date:1607040000,value:4364}","{date:1607040000,value:4000}","{date:1607040000,value:3273}","{date:1607040000,value:2546}","{date:1607040000,value:1818}"
1607385600,4433,4064,3325,2586,1847,,,"{date:1607385600,value:4433}","{date:1607385600,value:4064}","{date:1607385600,value:3325}","{date:1607385600,value:2586}","{date:1607385600,value:1847}"
1607558400,4358,3995,3268,2542,1816,,,"{date:1607558400,value:4358}","{date:1607558400,value:3995}","{date:1607558400,value:3268}","{date:1607558400,value:2542}","{date:1607558400,value:1816}"
1607904000,4328,3967,3246,2525,1803,,,"{date:1607904000,value:4328}","{date:1607904000,value:3967}","{date:1607904000,value:3246}","{date:1607904000,value:2525}","{date:1607904000,value:1803}"
1608076800,4412,4045,3309,2574,1838,,,"{date:1608076800,value:4412}","{date:1608076800,value:4045}","{date:1608076800,value:3309}","{date:1608076800,value:2574}","{date:1608076800,value:1838}"
1608249600,4452,4081,3339,2597,1855,,,"{date:1608249600,value:4452}","{date:1608249600,value:4081}","{date:1608249600,value:3339}","{date:1608249600,value:2597}","{date:1608249600,value:1855}"
1608595200,4443,4073,3332,2592,1851,,,"{date:1608595200,value:4443}","{date:1608595200,value:4073}","{date:1608595200,value:3332}","{date:1608595200,value:2592}","{date:1608595200,value:1851}"
1608768000,4429,4060,3322,2584,1845,,,"{date:1608768000,value:4429}","{date:1608768000,value:4060}","{date:1608768000,value:3322}","{date:1608768000,value:2584}","{date:1608768000,value:1845}"
1609113600,4438,4069,3329,2589,1849,,,"{date:1609113600,value:4438}","{date:1609113600,value:4069}","{date:1609113600,value:3329}","{date:1609113600,value:2589}","{date:1609113600,value:1849}"
1609286400,4459,4088,3345,2601,1858,,,"{date:1609286400,value:4459}","{date:1609286400,value:4088}","{date:1609286400,value:3345}","{date:1609286400,value:2601}","{date:1609286400,value:1858}"
1546473600,2920,2676,2190,1703,1217,,,"{date:1546473600,value:2920}","{date:1546473600,value:2676}","{date:1546473600,value:2190}","{date:1546473600,value:1703}","{date:1546473600,value:1217}"
1546819200,2894,2652,2170,1688,1206,,,"{date:1546819200,value:2894}","{date:1546819200,value:2652}","{date:1546819200,value:2170}","{date:1546819200,value:1688}","{date:1546819200,value:1206}"
1546992000,2933,2689,2200,1711,1222,,,"{date:1546992000,value:2933}","{date:1546992000,value:2689}","{date:1546992000,value:2200}","{date:1546992000,value:1711}","{date:1546992000,value:1222}"
1547164800,2913,2671,2185,1700,1214,,,"{date:1547164800,value:2913}","{date:1547164800,value:2671}","{date:1547164800,value:2185}","{date:1547164800,value:1700}","{date:1547164800,value:1214}"
1547510400,2948,2703,2211,1720,1228,,,"{date:1547510400,value:2948}","{date:1547510400,value:2703}","{date:1547510400,value:2211}","{date:1547510400,value:1720}","{date:1547510400,value:1228}"
1547683200,2952,2706,2214,1722,1230,,,"{date:1547683200,value:2952}","{date:1547683200,value:2706}","{date:1547683200,value:2214}","{date:1547683200,value:1722}","{date:1547683200,value:1230}"
1548028800,2930,2685,2197,1709,1221,,,"{date:1548028800,value:2930}","{date:1548028800,value:2685}","{date:1548028800,value:2197}","{date:1548028800,value:1709}","{date:1548028800,value:1221}"
1548201600,2937,2692,2203,1713,1224,,,"{date:1548201600,value:2937}","{date:1548201600,value:2692}","{date:1548201600,value:2203}","{date:1548201600,value:1713}","{date:1548201600,value:1224}"
1548374400,2973,2726,2230,1734,1239,,,"{date:1548374400,value:2973}","{date:1548374400,value:2726}","{date:1548374400,value:2230}","{date:1548374400,value:1734}","{date:1548374400,value:1239}"
1548720000,3010,2760,2258,1756,1254,,,"{date:1548720000,value:3010}","{date:1548720000,value:2760}","{date:1548720000,value:2258}","{date:1548720000,value:1756}","{date:1548720000,value:1254}"
1548892800,3014,2763,2260,1758,1256,,,"{date:1548892800,value:3014}","{date:1548892800,value:2763}","{date:1548892800,value:2260}","{date:1548892800,value:1758}","{date:1548892800,value:1256}"
1549238400,3024,2772,2268,1764,1260,,,"{date:1549238400,value:3024}","{date:1549238400,value:2772}","{date:1549238400,value:2268}","{date:1549238400,value:1764}","{date:1549238400,value:1260}"
1549411200,3006,2756,2255,1754,1253,,,"{date:1549411200,value:3006}","{date:1549411200,value:2756}","{date:1549411200,value:2255}","{date:1549411200,value:1754}","{date:1549411200,value:1253}"
1549584000,3007,2756,2255,1754,1253,,,"{date:1549584000,value:3007}","{date:1549584000,value:2756}","{date:1549584000,value:2255}","{date:1549584000,value:1754}","{date:1549584000,value:1253}"
1549929600,2973,2725,2229,1734,1239,,,"{date:1549929600,value:2973}","{date:1549929600,value:2725}","{date:1549929600,value:2229}","{date:1549929600,value:1734}","{date:1549929600,value:1239}"
1550102400,2996,2746,2247,1748,1248,,,"{date:1550102400,value:2996}","{date:1550102400,value:2746}","{date:1550102400,value:2247}","{date:1550102400,value:1748}","{date:1550102400,value:1248}"
1550448000,3044,2791,2283,1776,1269,,,"{date:1550448000,value:3044}","{date:1550448000,value:2791}","{date:1550448000,value:2283}","{date:1550448000,value:1776}","{date:1550448000,value:1269}"
1550620800,3063,2807,2297,1787,1276,,,"{date:1550620800,value:3063}","{date:1550620800,value:2807}","{date:1550620800,value:2297}","{date:1550620800,value:1787}","{date:1550620800,value:1276}"
1550793600,3033,2780,2274,1769,1264,,,"{date:1550793600,value:3033}","{date:1550793600,value:2780}","{date:1550793600,value:2274}","{date:1550793600,value:1769}","{date:1550793600,value:1264}"
1551139200,3032,2779,2274,1769,1263,,,"{date:1551139200,value:3032}","{date:1551139200,value:2779}","{date:1551139200,value:2274}","{date:1551139200,value:1769}","{date:1551139200,value:1263}"
1551312000,2992,2743,2244,1746,1247,,,"{date:1551312000,value:2992}","{date:1551312000,value:2743}","{date:1551312000,value:2244}","{date:1551312000,value:1746}","{date:1551312000,value:1247}"
1551657600,2934,2690,2201,1712,1223,,,"{date:1551657600,value:2934}","{date:1551657600,value:2690}","{date:1551657600,value:2201}","{date:1551657600,value:1712}","{date:1551657600,value:1223}"
1551830400,2901,2659,2175,1692,1209,,,"{date:1551830400,value:2901}","{date:1551830400,value:2659}","{date:1551830400,value:2175}","{date:1551830400,value:1692}","{date:1551830400,value:1209}"
1552003200,2923,2679,2192,1705,1218,,,"{date:1552003200,value:2923}","{date:1552003200,value:2679}","{date:1552003200,value:2192}","{date:1552003200,value:1705}","{date:1552003200,value:1218}"
1552348800,2915,2672,2186,1700,1214,,,"{date:1552348800,value:2915}","{date:1552348800,value:2672}","{date:1552348800,value:2186}","{date:1552348800,value:1700}","{date:1552348800,value:1214}"
1552521600,2889,2649,2167,1685,1204,,,"{date:1552521600,value:2889}","{date:1552521600,value:2649}","{date:1552521600,value:2167}","{date:1552521600,value:1685}","{date:1552521600,value:1204}"
1552867200,2876,2636,2157,1678,1198,,,"{date:1552867200,value:2876}","{date:1552867200,value:2636}","{date:1552867200,value:2157}","{date:1552867200,value:1678}","{date:1552867200,value:1198}"
1553040000,2911,2669,2184,1698,1213,,,"{date:1553040000,value:2911}","{date:1553040000,value:2669}","{date:1553040000,value:2184}","{date:1553040000,value:1698}","{date:1553040000,value:1213}"
1553212800,2921,2677,2191,1704,1217,,,"{date:1553212800,value:2921}","{date:1553212800,value:2677}","{date:1553212800,value:2191}","{date:1553212800,value:1704}","{date:1553212800,value:1217}"
1553558400,2923,2679,2192,1705,1218,,,"{date:1553558400,value:2923}","{date:1553558400,value:2679}","{date:1553558400,value:2192}","{date:1553558400,value:1705}","{date:1553558400,value:1218}"
1553731200,2873,2634,2155,1676,1197,,,"{date:1553731200,value:2873}","{date:1553731200,value:2634}","{date:1553731200,value:2155}","{date:1553731200,value:1676}","{date:1553731200,value:1197}"
1554163200,2863,2624,2147,1670,1193,,,"{date:1554163200,value:2863}","{date:1554163200,value:2624}","{date:1554163200,value:2147}","{date:1554163200,value:1670}","{date:1554163200,value:1193}"
